"","X.1","X","Names","Birth_dates","Countries","Wikidata","Occupation","bytes_english","Quotations_english","languages_english","bytes_german","Quotations_german","languages_german","bytes_french","Quotations_french","languages_french","pca","Occupation_precise"
"602",602,602,5091,1578,"Iberia","https://www.wikidata.org/wiki/Special:EntityPage/Q21402687","scientist",5945,5,3,NA,NA,NA,NA,NA,NA,0.254636946626648," mathematician "
"603",603,603,5869,1595,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q548301","scientist",3748,32,17,2949,15,17,92048,153,17,5.25823761184153," mathematician "
"604",604,604,7331,1628,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q1692000","scientist",3502,70,9,NA,NA,NA,3938,29,9,0.924324136783087," mathematician "
"605",605,605,8459,1631,"Poland","https://www.wikidata.org/wiki/Special:EntityPage/Q348552","scientist",2973,31,8,1893,16,8,NA,NA,NA,0.682518725348787," mathematician "
"606",606,606,9658,1550,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q75797","scientist",5655,78,23,3932,59,23,3752,35,23,2.8358429643957," mathematician "
"607",607,607,10189,1620,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q362753","scientist",4218,49,19,2010,22,19,3867,27,19,2.14921596299644," mathematician "
"608",608,608,10407,1640,"Scandinavia","https://www.wikidata.org/wiki/Special:EntityPage/Q559436","scientist",4575,34,15,3961,13,15,2547,22,16,1.79011226430408," mathematician "
"609",609,609,10510,1602,"Belgium","https://www.wikidata.org/wiki/Special:EntityPage/Q556654","scientist",10381,26,5,4246,13,5,NA,NA,NA,0.826328794885873," mathematician "
"610",610,610,10763,1550,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q159592","theologian",18913,528,63,5917,87,63,6956,124,63,7.94129289820913," theologian "
"611",611,611,10952,1610,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q454324","scientist",5433,13,4,NA,NA,NA,NA,NA,NA,0.276935019720527," astronomer "
"612",612,612,12632,1561,"Belgium","https://www.wikidata.org/wiki/Special:EntityPage/Q505646","scientist",2471,50,17,6223,18,17,88683,144,17,5.2100810752799," mathematician "
"613",613,613,12897,1584,"Belgium","https://www.wikidata.org/wiki/Special:EntityPage/Q1394819","scientist",9689,79,15,2899,17,15,NA,NA,NA,1.41590185977741," mathematician "
"614",614,614,12977,1618,"Belgium","https://www.wikidata.org/wiki/Special:EntityPage/Q445943","scientist",4602,21,8,3678,8,8,NA,NA,NA,0.742756780575636," mathematician "
"615",615,615,13224,1615,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q767210","scientist",3569,61,10,NA,NA,NA,5793,57,10,1.14431010326435," mathematician "
"616",616,616,13397,1589,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q1635706","linguist",3291,16,6,NA,NA,NA,NA,NA,NA,0.26330100691917," linguist "
"617",617,617,13734,1636,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5544569","scientist",7429,22,1,NA,NA,NA,NA,NA,NA,0.274187091164125," engineer "
"618",618,618,13831,1622,"Belgium","https://www.wikidata.org/wiki/Special:EntityPage/Q1394765","scientist",5183,55,8,NA,NA,NA,3546,32,8,0.905880724655522," mathematician "
"619",619,619,13915,1580,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q244152","scientist",9271,173,41,8501,67,41,22656,119,41,5.72211420988088," astronomer "
"620",620,620,14145,1610,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2353318","scientist",780,14,4,NA,NA,NA,15715,22,4,0.812902202442153," mathematician "
"621",621,621,14176,1640,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5427680",NA,11195,29,1,NA,NA,NA,NA,NA,NA,0.4168655331902," mathematician "
"622",622,622,14508,1612,"Belgium","https://www.wikidata.org/wiki/Special:EntityPage/Q781744","scientist",3476,46,10,NA,NA,NA,4227,12,10,0.883015615101155," mathematician "
"623",623,623,15954,1625,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q318362","scientist",26866,263,32,NA,NA,NA,NA,NA,NA,2.19758304299486," mathematician "
"624",624,624,7427,1629,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q39599","scientist",80275,1144,88,19346,356,88,23869,517,88,16.9089409747088," astronomer "
"625",625,625,185,1542,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3524856","scientist",11614,44,6,2914,12,6,1055,5,6,1.12300163700871," mathematician "
"626",626,626,180,1666,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q2156361","scientist",2874,6,3,4183,8,3,NA,NA,NA,0.395886631445984," mathematician "
"627",627,627,159,1604,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6220192","scientist",1934,7,3,NA,NA,NA,NA,NA,NA,0.116418691557785," mathematician "
"628",628,628,1231,1625,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7787331","scientist",3227,9,2,NA,NA,NA,NA,NA,NA,0.136133473379199," mathematician "
"629",629,629,1256,1600,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7323927","scientist",807,12,2,NA,NA,NA,NA,NA,NA,0.0553471257384064," mathematician "
"630",630,630,1420,1630,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q207718","theologian",18678,297,43,19055,52,43,9735,64,43,6.01577555749546," theologian "
"631",631,631,1593,1561,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3710095","lexicographer",3549,29,4,NA,NA,NA,NA,NA,NA,0.233901455190032," lexicographer "
"632",632,632,2049,1561,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3710116","scientist",2704,31,4,NA,NA,NA,NA,NA,NA,0.207077310142378," mathematician "
"633",633,633,2107,1522,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7787717","scientist",13913,29,2,NA,NA,NA,NA,NA,NA,0.541182512279121," mathematician "
"634",634,634,2414,1633,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7787842","scientist",3548,15,1,NA,NA,NA,NA,NA,NA,0.127462432254778," mathematician "
"635",635,635,2467,1631,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q8005897","politician",6337,28,1,NA,NA,NA,NA,NA,NA,0.244485881782569," politician "
"636",636,636,2468,1565,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5342005","scientist",6976,21,3,NA,NA,NA,NA,NA,NA,0.314166183963437," mathematician "
"637",637,637,2492,1643,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7045362","scientist",2536,9,1,NA,NA,NA,NA,NA,NA,0.0831354649197761," mathematician "
"638",638,638,150,1561,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q335086","scientist",11747,153,29,7429,34,29,8416,54,29,3.87485898784793," mathematician "
"639",639,639,2578,1620,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q451693","scientist",6903,134,19,4224,22,19,5395,26,19,2.47962950236962," mathematician "
"640",640,640,2964,1589,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q4215700","philosopher",4025,20,2,NA,NA,NA,NA,NA,NA,0.180197841163692," philosopher "
"641",641,641,3397,1626,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5560859","scientist",3982,17,1,NA,NA,NA,NA,NA,NA,0.145639255848036," mathematician "
"642",642,642,3487,1633,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q18528469","astrologer",4030,11,1,NA,NA,NA,NA,NA,NA,0.138607852828411," astrologer "
"643",643,643,3504,1625,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q1279339","scientist",7300,41,10,8073,16,10,1628,13,10,1.52775647062747," mathematician "
"644",644,644,3680,1610,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q2142007","scientist",9158,49,11,1661,13,11,NA,NA,NA,1.07300742427017," astronomer "
"645",645,645,3837,1596,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q15989945","scientist",9079,25,1,NA,NA,NA,NA,NA,NA,0.336601636696523," mathematician "
"646",646,646,4052,1584,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q4157022","scientist",2222,18,4,NA,NA,NA,NA,NA,NA,0.171224489742487," mathematician "
"647",647,647,4882,1561,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7789506","scientist",2099,8,2,NA,NA,NA,NA,NA,NA,0.0949919869681285," mathematician "
"648",648,648,5171,1574,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q453697","scientist",29309,186,17,NA,NA,NA,NA,NA,NA,1.74134593596776," physician "
"649",649,649,191,1627,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q18593573","scientist",2236,5,1,NA,NA,NA,NA,NA,NA,0.0667666106871591," mathematician "
"650",650,650,5264,1592,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7411401","scientist",5882,29,3,NA,NA,NA,NA,NA,NA,0.287301358513343," mathematician "
"651",651,651,188,1607,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7964863","scientist",1928,3,1,NA,NA,NA,NA,NA,NA,0.0530230334181815," mathematician "
"652",652,652,261,1612,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q1090266","scientist",10485,35,5,NA,NA,NA,NA,NA,NA,0.51534689142065," astronomer "
"653",653,653,5703,1597,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q706830","scientist",2010,28,8,3883,17,8,NA,NA,NA,0.71013515938591," astronomer "
"654",654,654,6167,1625,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7287559","scientist",2586,9,2,NA,NA,NA,NA,NA,NA,0.113580212316788," mathematician "
"655",655,655,6169,1602,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q381336","scientist",24723,127,10,3386,24,10,14700,15,11,2.60925214158042," mathematician "
"656",656,656,6381,1581,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q726699","scientist",9276,101,15,6027,18,15,5891,21,15,2.21465743751127," mathematician "
"657",657,657,6555,1628,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6004658","scientist",3086,9,1,NA,NA,NA,NA,NA,NA,0.102486936970207," astronomer "
"658",658,658,6640,1560,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q315402","scientist",21262,197,29,10524,63,29,15028,129,29,5.02508427478941," mathematician "
"659",659,659,7197,1649,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6239711","astrologer",6212,11,1,NA,NA,NA,NA,NA,NA,0.215380420126667," astrologer "
"660",660,660,185,1556,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q15451894","scientist",4305,19,3,NA,NA,NA,NA,NA,NA,0.21728164586688," astronomer "
"661",661,661,7257,1618,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q354631","scientist",18988,242,34,4254,41,34,13015,43,35,4.73683559981853," astronomer "
"662",662,662,7338,1553,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3435427","scientist",56286,125,7,4301,9,7,12961,37,7,3.43457593869777," mathematician "
"663",663,663,4649,1616,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3181865","scientist",2613,14,3,NA,NA,NA,1668,12,3,0.334449435389608," mathematician "
"664",664,664,9221,1626,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q8014557","scientist",11224,23,2,NA,NA,NA,NA,NA,NA,0.437851147437622," mathematician "
"665",665,665,9539,1572,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7791987","scientist",6577,15,1,NA,NA,NA,NA,NA,NA,0.234036266510698," mathematician "
"666",666,666,10210,1605,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7792400","scientist",3202,6,1,NA,NA,NA,NA,NA,NA,0.102208208967012," mathematician "
"667",667,667,10482,1617,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6272193","scientist",10334,38,2,NA,NA,NA,NA,NA,NA,0.428337594116083," mathematician "
"668",668,668,10534,1625,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q950850","scientist",8009,64,15,6421,21,15,3647,18,15,2.05881325576228," mathematician "
"669",669,669,10585,1627,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3057690","lexicographer",5637,33,6,NA,NA,NA,3475,14,6,0.701443623446745," lexicographer "
"670",670,670,10829,1637,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q4321312","scientist",3687,34,6,2550,12,6,NA,NA,NA,0.601569756638687," mathematician "
"671",671,671,11015,1590,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7328100","scientist",4034,45,2,NA,NA,NA,NA,NA,NA,0.216848913124631," mathematician "
"672",672,672,11039,1624,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q15441631","scientist",4031,9,3,NA,NA,NA,NA,NA,NA,0.19310732973262," astronomer "
"673",673,673,11205,1574,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q311491","scientist",17278,130,35,3262,33,35,4083,60,35,4.28898738695315," mathematician "
"674",674,674,11495,1611,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q471794","scientist",14798,99,22,6344,19,22,4834,27,23,3.02030958805824," mathematician "
"675",675,675,12631,1620,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q965744","scientist",2756,34,8,7016,5,8,1836,7,8,1.0893621587987," astronomer "
"676",676,676,12751,1583,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7793671","scientist",6419,34,1,NA,NA,NA,NA,NA,NA,0.256091269105024," mathematician "
"677",677,677,13024,1642,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7328895","philosopher",5113,27,1,NA,NA,NA,NA,NA,NA,0.199966683886332," philosopher "
"678",678,678,13054,1615,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5082376","scientist",3233,45,3,NA,NA,NA,NA,NA,NA,0.217351655585429," physician "
"679",679,679,14047,1600,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q15984704","scientist",3487,8,2,NA,NA,NA,2292,10,2,0.31220416570075," mathematician "
"680",680,680,14849,1564,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3336771","scientist",3821,17,3,3907,8,3,23110,70,3,1.54144585045605," mathematician "
"681",681,681,14994,1586,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7177420","scientist",2215,49,5,NA,NA,NA,NA,NA,NA,0.244718391216594," mathematician "
"682",682,682,15466,1616,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q208359","scientist",26601,404,37,NA,NA,NA,7805,146,37,4.39215210823088," mathematician "
"683",683,683,12913,1617,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q326763","scientist",5849,384,8,5334,22,8,NA,NA,NA,1.43060970289345," mathematician "
"684",684,684,15505,1563,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3565913","scientist",5657,26,5,4725,13,5,3006,35,5,1.05080375078247," mathematician "
"685",685,685,15917,1596,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5339928","scientist",6925,21,5,NA,NA,NA,NA,NA,NA,0.369742820067251," mathematician "
"686",686,686,180,1622,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7351218","scientist",4133,15,1,NA,NA,NA,NA,NA,NA,0.14804536161751," mathematician "
"687",687,687,16051,1632,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q170373","architect",56501,1487,62,NA,NA,NA,NA,NA,NA,5.87977400901197," architect "
"688",688,688,16054,1561,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q1294162","cartographer",66683,161,10,NA,NA,NA,4209,27,10,3.33566671461052," cartographer "
"689",689,689,955,1612,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q353887","theologian",11092,160,25,NA,NA,NA,NA,NA,NA,1.2920863905145," theologian "
"690",690,690,9566,1581,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q371882","scientist",4534,86,19,3615,21,19,8314,76,19,2.60299219447838," mathematician "
"691",691,691,1375,1590,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3383867","writer",4001,39,4,NA,NA,NA,NA,NA,NA,0.264338611369704," writer "
"692",692,692,1562,1584,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q381305","scientist",1297,19,4,939,7,4,73095,122,4,3.2442432127986," mathematician "
"693",693,693,1564,1601,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1430134","scientist",3415,19,9,2979,15,9,5655,27,9,1.30054978935022," mathematician "
"694",694,694,1966,1602,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2990340","scientist",3160,42,12,2698,15,12,3055,17,12,1.4415943279272," mathematician "
"695",695,695,2097,1618,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q600701","architect",14385,20,16,NA,NA,NA,NA,NA,NA,0.946306522916698," architect "
"696",696,696,2703,1605,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q711273","scientist",14212,87,17,3242,25,17,11528,58,17,2.81345299954363," astronomer "
"697",697,697,2922,1624,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2332441","scientist",784,10,8,9453,29,8,6530,39,8,1.45387440356916," mathematician "
"698",698,698,3116,1596,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3014162","scientist",511,28,3,NA,NA,NA,3701,32,3,0.428249092747411," mathematician "
"699",699,699,3745,1600,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2310555","scientist",5782,16,6,NA,NA,NA,7592,7,6,0.783453467570153," mathematician "
"700",700,700,4120,1591,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q152817","scientist",5339,86,37,8830,37,37,14961,97,37,4.65951411080472," mathematician "
"701",701,701,4482,1590,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3345814","scientist",859,6,3,NA,NA,NA,6089,27,3,0.463563980055286," astronomer "
"702",702,702,4851,1607,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q923800","scientist",5528,33,11,8098,14,11,8728,20,11,1.78255263004564," mathematician "
"703",703,703,5000,1601,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q75655","scientist",19517,655,89,77184,188,89,56035,402,89,15.6798094919665," mathematician "
"704",704,704,1836,1605,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q822441","scientist",5038,38,11,4861,31,11,5011,42,11,1.72583629504271," mathematician "
"705",705,705,5642,1592,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q192315","philosopher",28989,684,45,15340,134,45,NA,NA,NA,5.5828311054957," philosopher "
"706",706,706,5993,1607,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q470566","writer",3253,46,19,NA,NA,NA,NA,NA,NA,0.678477084581006," writer "
"707",707,707,6622,1604,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2119913","scientist",4986,11,4,3255,7,4,14515,47,4,1.26399463038401," mathematician "
"708",708,708,6896,1600,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3022732","publisher",3536,8,3,8303,7,3,11189,36,3,1.12962542838119," publisher "
"709",709,709,6440,1580,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2162075","scientist",5493,41,10,5718,16,10,72918,122,10,4.10561821249264," mathematician "
"710",710,710,7271,1652,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2425021","scientist",5593,11,2,NA,NA,NA,NA,NA,NA,0.222286740611427," mathematician "
"711",711,711,8852,1600,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q388699","scientist",2088,21,7,NA,NA,NA,4595,6,7,0.617294686203811," mathematician "
"712",712,712,9170,1591,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3173201","scientist",1371,14,3,NA,NA,NA,4993,24,3,0.445994043461607," mathematician "
"713",713,713,10211,1588,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q188663","philosopher",19611,347,47,8778,140,47,36497,358,47,8.61702978736457," philosopher "
"714",714,714,10527,1583,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q931359","scientist",6810,39,6,NA,NA,NA,18323,69,6,1.4505442787077," astronomer "
"715",715,715,10583,1618,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2622950","priest",4666,83,9,NA,NA,NA,3947,11,9,0.90984524185017," priest "
"716",716,716,10695,1585,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2669938","scientist",1601,27,6,2900,11,6,3402,27,6,0.906547360238267," mathematician "
"717",717,717,11378,1623,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1290","scientist",46490,2086,121,38697,516,122,82378,1447,121,26.9124157386568," mathematician "
"718",718,718,11379,1588,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2140187","jurist",2401,36,10,3757,18,10,NA,NA,NA,0.848241979516069," jurist "
"719",719,719,11576,1597,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3386576","scientist",1963,18,4,2088,11,4,1159,16,4,0.598354117657484," astronomer "
"720",720,720,11895,1648,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q12952076",NA,6256,7,2,NA,NA,NA,NA,NA,NA,0.239800554714383," mathematician "
"721",721,721,12518,1571,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3018699","scientist",1791,6,2,NA,NA,NA,19062,28,2,0.856346832345234," mathematician "
"722",722,722,12549,1602,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q382016","philosopher",9144,82,22,3942,39,22,14308,100,22,3.39248345302779," mathematician "
"723",723,723,12595,1618,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3098636","scientist",4810,36,9,2798,12,9,10407,32,9,1.52624737453374," physicist "
"724",724,724,15225,1580,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q956260","scientist",2783,47,12,NA,NA,NA,3678,26,12,1.01226953222894," mathematician "
"725",725,725,1776,1582,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q104688","scientist",5632,22,4,4568,38,4,NA,NA,NA,0.724309908235037," mathematician "
"726",726,726,4618,1638,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q470428","scientist",2754,20,8,NA,NA,NA,2169,10,8,0.634663638051914," mathematician "
"727",727,727,4930,1580,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q72369","scientist",2528,24,12,8074,31,12,4764,11,14,1.71687891200623," mathematician "
"728",728,728,7151,1553,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q11112844","scientist",4404,16,1,NA,NA,NA,NA,NA,NA,0.159033736124545," mathematician "
"729",729,729,7886,1587,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q71026","scientist",4997,90,13,7309,95,13,3611,35,13,2.26729219854964," mathematician "
"730",730,730,8183,1571,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q8963","scientist",94090,2332,132,71804,999,132,54749,745,132,29.3217713043931," naturalist "
"731",731,731,11486,1547,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q91453","scientist",1951,16,3,3987,20,3,NA,NA,NA,0.428052993297069," mathematician "
"732",732,732,11711,1561,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q65187","scientist",3090,49,13,NA,NA,NA,7181,27,13,1.19705801112414," mathematician "
"733",733,733,937,1570,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2270844","scientist",2161,15,5,NA,NA,NA,2311,12,5,0.45197235233418," astronomer "
"734",734,734,1270,1553,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q560613","scientist",5030,44,13,6236,10,13,NA,NA,NA,1.15903991961208," mathematician "
"735",735,735,1280,1582,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2246876","scientist",2989,35,7,8127,11,7,8678,41,7,1.43620970604431," physicist "
"736",736,736,1411,1537,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q657600","scientist",5847,41,11,17144,29,11,5580,29,11,2.09110590777725," astronomer "
"737",737,737,1809,1600,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2703863","scientist",3106,34,8,NA,NA,NA,1855,15,8,0.678158548304996," physicist "
"738",738,738,1845,1582,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1898676","scientist",3285,35,11,1736,13,11,2337,18,11,1.29519100667964," astronomer "
"739",739,739,1921,1566,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q501774","scientist",5879,42,10,2036,21,10,5653,25,10,1.49445226743708," astronomer "
"740",740,740,2226,1560,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q24885719",NA,4682,18,2,NA,NA,NA,NA,NA,NA,0.200407301219562," civil engineer "
"741",741,741,2253,1608,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q311814","scientist",9506,98,33,10215,55,33,16432,56,33,4.49483611803303," mathematician "
"742",742,742,2812,1586,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2880132","philosopher",4883,37,9,4591,13,9,3190,8,10,1.28869328863983," philosopher "
"743",743,743,3021,1583,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q560872","scientist",5538,79,16,4000,31,16,1850,46,16,2.10812437922253," mathematician "
"744",744,744,3035,1552,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q279892","scientist",2501,41,24,1971,21,24,4515,31,24,2.52373759559523," mathematician "
"745",745,745,3050,1598,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q214544","scientist",9132,117,45,4173,62,45,7198,73,46,5.1575622095927," mathematician "
"746",746,746,10449,1545,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q266017","scientist",3991,41,17,5094,23,17,7439,57,17,2.30067157570513," astronomer "
"747",747,747,9903,1707,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q18945748","scientist",3565,17,2,NA,NA,NA,NA,NA,NA,0.1596528442495," mathematician "
"748",748,748,4185,1551,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q18945254","scientist",2113,3,2,NA,NA,NA,NA,NA,NA,0.0882176875912076," mathematician "
"749",749,749,5010,1551,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3071889","scientist",6055,15,2,NA,NA,NA,NA,NA,NA,0.244355482975262," astronomer "
"750",750,750,5542,1564,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q307","scientist",154811,3702,176,70352,1160,176,102189,1578,176,42.7706158929189," astronomer "
"751",751,751,6143,1583,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1140569","scientist",4917,37,7,2811,14,7,2204,25,7,1.085806554294," astronomer "
"752",752,752,6255,1618,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q315411","scientist",4939,90,34,3835,35,34,4805,46,34,3.70550042719458," physicist "
"753",753,753,6338,1624,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q323281","architect",5513,88,30,10606,45,30,3017,45,30,3.58462364517686," architect "
"754",754,754,10275,1551,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q18945586","scientist",1150,1,2,NA,NA,NA,NA,NA,NA,0.0514282663348986," mathematician "
"755",755,755,9661,1555,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q740978","scientist",8370,64,15,1995,17,15,6416,45,15,2.11650830377619," astronomer "
"756",756,756,11076,1569,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3868791","scientist",4716,12,3,NA,NA,NA,5499,11,4,0.550047276228688," engineer "
