"","Names","Birth_dates","Countries","bytes_english","Quotations_english","languages_english","bytes_german","Quotations_german","languages_german","Wikidata","bytes_french","Quotations_french","languages_french","pca"
"6198","25054","1833","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q166297",9972,119,6,0.924425896220653
"6199","25096","1693","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q437347",11039,24,5,0.537390409573284
"6200","25260","1847","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2959497",8729,9,3,0.347717308849248
"6201","24488","1818","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q16213871",6414,7,1,0.211772804465873
"6202","25309","1822","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q20980354",17019,11,1,0.564848319921234
"6203","25343","1802","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q16198059",9753,9,1,0.326009045175051
"6204","25358","1825","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3262363",3998,27,4,0.299316406038085
"6205","25451","1823","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2960397",5815,24,1,0.26323457396996
"6206","25529","1735","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q907133",2957,19,6,0.287323880804683
"6207","24927","1824","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q16214324",1280,6,1,0.0447266954631539
"6208","22487","1827","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2947004",1945,8,4,0.155416787570026
"6209","22601","1627","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q633468",1561,9,8,0.255776921219737
"6210","23272","1600","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3045219",1619,8,5,0.172172667390543
"6211","23275","1752","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1060329",12314,31,6,0.633961952914827
"6212","24484","1739","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q600244",20400,35,3,0.825810620854803
"6213","24757","1662","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q30014685",6371,3,1,0.193827730950633
"6214","24384","1734","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3107972",1575,11,2,0.101912662035753
"6215","23732","1652","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q71619",8558,24,12,0.648367332571202
"6216","24505","1802","Netherlands",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q901512",3625,15,11,0.42743773343064
"6217","24368","1829","Netherlands",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2024517",2590,24,6,0.29640489762334
"6218","24209","1711","Russia",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q58720",38276,165,73,3.82887173800058
"6219","24215","1834","Russia",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q4267971",1085,2,3,0.0761582955228672
"6220","24497","1760","Russia",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2858458",974,29,9,0.347154770551363
"6221","22215","1753","Scandinavia",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q599824",2513,11,11,0.375573473924679
"6222","22474","1812","Scandinavia",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q5573776",1467,2,6,0.169578500884679
"6223","23838","-Inf","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q54401617",13211,18,1,0.473037344505116
"6224","23038","-Inf","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q56310816",5438,6,1,0.176659319737631
"6225","23203","-Inf","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q54958112",4030,12,1,0.156854758475097
"6226","22724","-Inf","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q58870302",2418,9,1,0.0932707577644477
"6227","20035","1524","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3158513",2347,34,1,0.1946472582166
"6228","22845","1550","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q55597319",7813,6,1,0.25201766092375
"6229","22592","1500","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q55597182",2753,9,1,0.103900250100174
"6230","23196","1500","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q55598939",2386,6,1,0.0798198850849845
"6231","24234","1559","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2960738",3832,30,1,0.225185361683419
"6232","24266","1520","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q55597407",2558,5,1,0.0811322427490221
"6233","21763","1470","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q55599037",2490,8,1,0.0914101326417013
"6234","25352","1520","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q21209105",9274,13,3,0.381590755954144
"6235","24111","1550","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q56628710",1930,9,1,0.077786601764942
"6236","24770","1647","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q18945656",5308,6,3,0.226734049525677
"6237","23445","1620","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q56071924",23361,16,1,0.786804751905226
"6238","23245","1762","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q50296280",6113,11,1,0.218802817194576
"6239","23690","1760","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3166587",6385,12,4,0.312877914220157
"6240","24090","1704","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q55597376",1453,5,1,0.0460707829550595
"6241","25034","1741","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q55597410",12296,13,1,0.42327868835989
"6242","25136","1846","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q27928734",3838,5,2,0.148846226125289
"6243","23381","-Inf","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q43301991",7549,11,2,0.291466653718227
"6244","20599","20","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q27925350",4939,10,1,0.177406826548502
"6245","20242","1471","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q5580",94210,1025,145,11.1196823438899
"6246","19591","1404","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q182046",32433,435,54,4.24777472025788
"6247","25390","1447","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1525570",6166,28,10,0.534850667817387
"6248","24838","1536","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3105122",4553,16,2,0.217129953072333
"6249","23260","1623","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q18945275",3236,4,5,0.206899108135917
"6250","24302","1600","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q867312",4483,13,5,0.283772758050189
"6251","21061","1633","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1128079",3183,19,8,0.34869442931368
"6252","24739","1603","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2084591",6732,19,4,0.352904373594913
"6253","24878","1615","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2939244",11015,35,5,0.582225793725994
"6254","24939","1602","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1816986",1704,8,3,0.120670095348444
"6255","22938","1748","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3388108",9801,11,4,0.417121833487466
"6256","20445","1769","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3618057",11564,11,2,0.418861912607602
"6257","24654","1760","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3107305",25821,23,3,0.948075944975592
"6258","22748","1737","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3531273",2120,11,3,0.146305221929158
"6259","21276","1603","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q76363",2588,23,26,0.834192339347024
"6260","21601","1608","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q91673",8004,34,9,0.590941324108428
"6261","22198","1738","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q60582",4636,16,26,0.870158817715744
"6262","23230","1753","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q97550",8643,21,3,0.394730616403383
"6263","20973","1674","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q91646",4722,9,9,0.38317471081541
"6264","25180","1828","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3009169",1700,21,1,0.120230814106108
"6265","23001","17","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3179512",672,11,1,0.0461608237656614
"6266","22342","1703","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3219086",1075,10,3,0.109002379078035
"6267","22604","1720","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3094007",4422,18,3,0.24836349478554
"6268","20943","1717","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q664919",2567,33,6,0.332981666145456
"6269","24629","1694","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q11349601",17968,31,4,0.759162792268727
"6270","24825","1761","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3085295",1285,8,1,0.0531756900609547
"6271","21518","1726","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q523844",2671,18,5,0.247004173599818
"6272","23670","1678","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q99793",4416,4,3,0.190140697609102
"6273","19553","0","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q60666239",6354,8,1,0.214014187523033
"6274","24896","1752","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q55762180",4173,12,1,0.161392123860198
"6275","25246","-Inf","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q50633472",3351,10,1,0.127019859894373
"6276","21880","1720","Russia",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q4111757",5358,8,4,0.263710690082963
"6277","21897","1702","Scandinavia",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q6199572",4172,5,3,0.18654379233858
"6278","22058","1756","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q6372422",729,4,5,0.127352429671243
"6279","2456","1812","Russia",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q94248869",1175,23,5,0.220262214755684
"6280","20534","-Inf","Germany",1814,20,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q636119",982,25,2,0.291392540128812
"6281","24935","1813","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q20756287",2246,10,2,0.119058203805843
"6282","24964","1840","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3068649",1427,11,1,0.0701168438058801
"6283","21595","1814","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3568233",916,18,4,0.164218521986327
"6284","25101","1778","Netherlands",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3161750",791,9,1,0.0416463278234729
"6285","25206","1820","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q16158468",2312,9,1,0.0899073960104567
"6286","19987","1560","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2725471",2493,19,5,0.245501436968573
"6287","20219","1810","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3048498",1265,55,6,0.382863230304606
"6288","23173","1814","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3182751",1984,19,4,0.202251150878411
"6289","9633","1792","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Q1237875",1872,72,8,0.526790779628172
"6290","21168","1830","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2499856",1475,102,13,0.774048238368725
"6291","21315","1813","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q658625",4370,25,7,0.384128967662758
"6292","21554","1759","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3183458",1415,21,1,0.111187813163774
"6293","22138","20","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3177356",2511,6,1,0.0837861135684645
"6294","22365","1810","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3434489",1529,23,2,0.150195162704601
"6295","22377","1816","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3185662",1047,17,3,0.137130153002351
"6296","19848","1844","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3524918",1329,20,3,0.158513482648774
"6297","21648","1840","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q93688",586,16,7,0.226756744447776
"6298","21828","1762","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q725069",1956,11,6,0.22240094127513
"6299","22011","1822","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q347283",1987,22,8,0.323181073371436
"6300","25562","1847","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3182764",2350,16,1,0.12012933857405
"6301","19971","1846","Scandinavia",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2362545",1036,21,4,0.18046161951816
"6302","19609","1838","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3098894",6195,22,2,0.29410136680671
"6303","22137","1838","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q42429028",2170,9,2,0.112501564158656
"6304","21272","1839","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q15973518",4897,11,1,0.180219346507283
"6305","22617","1828","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q374684",11091,65,12,0.8986910684589
"6306","22654","20","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2965098",3117,204,1,0.923758589644065
"6307","22761","1742","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2863407",1322,15,1,0.08336590279668
"6308","23131","1838","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q5689744",6774,18,5,0.377191657341563
"6309","23167","1759","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q17630633",8424,12,1,0.296275622126384
"6310","23248","1734","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3157982",1501,9,1,0.0641745056096387
"6311","23302","20","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2966228",1774,6,1,0.0604012304298666
"6312","23034","1737","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q19945106",948,9,1,0.0466279107987234
"6313","24201","1756","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3086269",7489,22,1,0.308059960362262
"6314","24636","1833","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3174169",1142,19,1,0.0942352246973919
"6315","21376","1820","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q16058517",3063,4,3,0.147210240503916
"6316","24860","1815","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3188692",6590,17,1,0.25880898146292
"6317","24922","1794","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3174396",11666,26,1,0.457176142283151
"6318","21557","1823","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1385973",11582,86,8,0.892919826434125
"6319","25406","1790","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q16147276",2908,4,2,0.115192313478968
"6320","2211","1784","Italy",3833,45,9,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q572623",4215,49,9,0.991328409902786
"6321","23367","1780","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3105068",2760,8,1,0.099977186166018
"6322","25039","1798","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2356835",2966,73,16,0.78244681368828
"6323","14187","1835","Italy",1013,6,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3388194",1109,12,2,0.193004932138518
"6324","25439","1806","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3620306",6624,16,2,0.282842426586629
"6325","24920","1822","Netherlands",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1372280",4158,33,13,0.573162448221217
"6326","24411","1802","Poland",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q30104358",2842,7,1,0.0984338593219501
"6327","19930","1839","Russia",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q4095809",11070,8,3,0.41785166315863
"6328","23436","1781","Russia",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1974725",5331,15,4,0.291870193835146
"6329","20876","1797","Russia",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q4241068",1265,3,3,0.0860148372683092
"6330","20759","1794","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2739430",4484,27,5,0.341836906087288
"6331","20240","1841","Belgium",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q5625700",823,9,4,0.123961093431541
"6332","24217","20","Belgium",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2311516",2541,5,1,0.0805928356752689
"6333","21099","1796","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3133485",1473,8,2,0.086240701405541
"6334","23701","1739","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3052355",3594,19,11,0.44303479968366
"6335","21918","1816","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q770647",8470,18,9,0.53940466022715
"6336","22578","1849","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q74306",3214,8,7,0.276981350250612
"6337","20419","1826","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q61300",2508,47,16,0.66014006156481
"6338","23570","1824","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q826299",8323,34,13,0.709462354019999
"6339","20575","1841","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q5792622",1847,11,4,0.16474278262667
"6340","20655","1653","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q19963286",2870,6,2,0.122276925478451
"6341","24022","1689","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q96991",2583,11,4,0.1880959359374
"6342","24334","1737","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3380351",3515,15,4,0.23424882642715
"6343","24931","1771","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2417623",787,6,2,0.0561836940297417
"6344","22007","1735","Russia",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q62837",4652,34,18,0.728481174444323
