"","Names","Birth_dates","Countries","bytes_english","Quotations_english","languages_english","bytes_german","Quotations_german","languages_german","Wikidata","bytes_french","Quotations_french","languages_french","pca"
"3233","16655","1826","France",NA,NA,NA,1546,8,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q1065123",1927,9,2,0.244292241766183
"3234","16658","1826","United Kingdom",NA,NA,NA,3772,7,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q381365",NA,NA,NA,0.264497201794642
"3235","16660","1845","United Kingdom",NA,NA,NA,9931,49,33,"https://www.wikidata.org/wiki/Special:EntityPage/Q325016",8005,57,33,2.77127876909706
"3236","16661","1824","Germany",NA,NA,NA,3812,13,10,"https://www.wikidata.org/wiki/Special:EntityPage/Q85053",1206,14,10,0.770185719125619
"3237","16662","1823","Russia",NA,NA,NA,3467,6,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q4153600",NA,NA,NA,0.250442334490629
"3238","16663","1818","Germany",NA,NA,NA,3402,5,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q1000034",NA,NA,NA,0.134670914944074
"3239","16664","1782","Germany",NA,NA,NA,1975,7,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q2571622",NA,NA,NA,0.0728804419061803
"3240","16667","1839","Germany",NA,NA,NA,4848,9,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q35975220",NA,NA,NA,0.17056482146962
"3241","16668","1775","Germany",NA,NA,NA,1679,6,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1714523",NA,NA,NA,0.0591022744716315
"3242","16669","1770","Germany",NA,NA,NA,3666,18,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q1585939",NA,NA,NA,0.20359905468636
"3243","16670","1806","Germany",NA,NA,NA,9221,9,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q27929006",NA,NA,NA,0.305010213599545
"3244","16671","1808","France",NA,NA,NA,1676,8,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q754748",NA,NA,NA,0.177460888954383
"3245","16672","1821","Germany",NA,NA,NA,3292,5,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q3129480",1564,5,2,0.255839949492935
"3246","16673","1804","Germany",NA,NA,NA,1874,6,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1079582",NA,NA,NA,0.0650974383100343
"3247","16674","1831","Germany",NA,NA,NA,2557,9,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1458951",NA,NA,NA,0.100129332475873
"3248","16675","1773","Netherlands",NA,NA,NA,6420,6,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q15448945",NA,NA,NA,0.259409224533804
"3249","16676","1817","Germany",NA,NA,NA,2443,8,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1300893",NA,NA,NA,0.0919466512904997
"3250","16677","1791","Germany",NA,NA,NA,6163,8,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q29524958",NA,NA,NA,0.206315930669261
"3251","16678","1820","Germany",NA,NA,NA,1964,10,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q29125345",NA,NA,NA,0.0865757016932931
"3252","16679","1821","Germany",NA,NA,NA,8221,16,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q825371",NA,NA,NA,0.307010496864088
"3253","16680","1830","Italy",NA,NA,NA,2828,5,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q3723923",NA,NA,NA,0.144297416015278
"3254","16681","1848","France",NA,NA,NA,4026,6,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q15432561",NA,NA,NA,0.131259451542049
"3255","16682","1791","Germany",NA,NA,NA,4474,16,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q2571763",NA,NA,NA,0.191811117876933
"3256","16683","1777","United Kingdom",NA,NA,NA,1353,9,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q1562328",NA,NA,NA,0.199482058112813
"3257","16684","1775","France",NA,NA,NA,3010,6,4,"https://www.wikidata.org/wiki/Special:EntityPage/Q97624568",NA,NA,NA,0.181844522293674
"3258","16686","1804","Germany",NA,NA,NA,2032,12,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1413697",NA,NA,NA,0.0980219552735548
"3259","16687","1822","Germany",NA,NA,NA,11221,36,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q99596",NA,NA,NA,0.54734771784286
"3260","16688","1795","Italy",NA,NA,NA,1673,9,4,"https://www.wikidata.org/wiki/Special:EntityPage/Q2700860",2236,6,4,0.358990814289252
"3261","16689","1796","Poland",NA,NA,NA,2266,8,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q1721842",NA,NA,NA,0.141052494905161
"3262","16690","1841","Belgium",NA,NA,NA,5716,9,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q15441099",NA,NA,NA,0.224524790515065
"3263","16691","1838","Germany",NA,NA,NA,1905,5,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q15453769",NA,NA,NA,0.115920307180172
"3264","16693","1756","Germany",4247,31,14,10351,46,14,"https://www.wikidata.org/wiki/Special:EntityPage/Q213783",NA,NA,NA,1.4634706042514
"3265","16694","1812","Germany",NA,NA,NA,5205,8,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q107675",NA,NA,NA,0.231410374500369
"3266","16695","1770","Germany",NA,NA,NA,5008,9,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q23062142",NA,NA,NA,0.175483930260105
"3267","16696","1779","Germany",NA,NA,NA,3978,24,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1714517",NA,NA,NA,0.213984410003654
"3268","16697","1804","Germany",NA,NA,NA,4159,8,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q15430382",NA,NA,NA,0.199251700782578
"3269","16698","1835","Germany",NA,NA,NA,1685,5,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1459350",NA,NA,NA,0.0546089248791218
"3270","16699","1830","Germany",NA,NA,NA,4318,8,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q1597267",NA,NA,NA,0.176866261286055
"3271","16700","1831","Netherlands",NA,NA,NA,4076,10,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q21295925",NA,NA,NA,0.178781741584753
"3272","16701","1797","Germany",NA,NA,NA,5094,29,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q88398",NA,NA,NA,0.408053293963382
"3273","16702","1768","Germany",NA,NA,NA,2762,9,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1412606",NA,NA,NA,0.106431940613681
"3274","16703","1812","Germany",NA,NA,NA,6610,19,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q825145",NA,NA,NA,0.271514668746357
"3275","16704","1836","Scandinavia",NA,NA,NA,5743,27,20,"https://www.wikidata.org/wiki/Special:EntityPage/Q712979",3204,8,20,1.47730387508047
"3276","16705","1838","Germany",NA,NA,NA,8052,4,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q29368508",NA,NA,NA,0.245680894138305
"3277","16706","1806","Germany",NA,NA,NA,1670,6,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1695019",NA,NA,NA,0.0588255746021666
"3278","16707","1834","Germany",NA,NA,NA,4186,9,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1249515",NA,NA,NA,0.150212008848991
"3279","16709","1791","Scandinavia",NA,NA,NA,3433,34,15,"https://www.wikidata.org/wiki/Special:EntityPage/Q402274",NA,NA,NA,0.625840111406533
"3280","16710","1774","Germany",NA,NA,NA,3174,7,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q35616457",NA,NA,NA,0.109743013404872
"3281","16711","1843","Germany",NA,NA,NA,8649,91,14,"https://www.wikidata.org/wiki/Special:EntityPage/Q45161",NA,NA,NA,1.02556477593197
"3282","16712","1817","Germany",NA,NA,NA,2116,6,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q15440587",NA,NA,NA,0.072537590355642
"3283","16713","1818","Germany",NA,NA,NA,4056,8,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1731625",NA,NA,NA,0.14153741678457
"3284","16715","1776","Poland",NA,NA,NA,6848,27,26,"https://www.wikidata.org/wiki/Special:EntityPage/Q331856",17548,44,26,2.44187698472835
"3285","16716","1777","Germany",NA,NA,NA,4800,13,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q48428754",NA,NA,NA,0.187800353521086
"3286","16718","1795","Scandinavia",NA,NA,NA,12619,19,17,"https://www.wikidata.org/wiki/Special:EntityPage/Q523127",16241,43,17,2.04690203472291
"3287","16719","1849","Scandinavia",NA,NA,NA,2986,10,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q3354825",NA,NA,NA,0.281639332234914
"3288","16720","1844","Germany",NA,NA,NA,2932,8,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1394323",NA,NA,NA,0.106980677531418
"3289","16721","1812","Germany",NA,NA,NA,5978,60,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1712464",NA,NA,NA,0.443874652082211
"3290","16722","1844","Germany",NA,NA,NA,15223,17,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q106628",NA,NA,NA,0.636056026908079
"3291","16723","1795","Germany",NA,NA,NA,5561,9,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1731037",NA,NA,NA,0.192485600017216
"3292","16724","1817","Germany",NA,NA,NA,3303,14,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q2157688",NA,NA,NA,0.14645375807227
"3293","16725","1804","Germany",NA,NA,NA,4155,17,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1555586",NA,NA,NA,0.186681460898058
"3294","16726","1818","Germany",NA,NA,NA,2603,11,8,"https://www.wikidata.org/wiki/Special:EntityPage/Q3710470",NA,NA,NA,0.301815835596912
"3295","16728","1845","Italy",NA,NA,NA,1730,6,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1462916",NA,NA,NA,0.0606702403985983
"3296","16729","1821","Germany",NA,NA,NA,5095,10,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q28766611",NA,NA,NA,0.182836511837083
"3297","16730","1849","Netherlands",NA,NA,NA,4746,10,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q15854599",NA,NA,NA,0.226654313501973
"3298","16731","1792","Netherlands",NA,NA,NA,13143,53,16,"https://www.wikidata.org/wiki/Special:EntityPage/Q213715",NA,NA,NA,1.04052083725702
"3299","16734","1837","Germany",NA,NA,NA,5665,53,12,"https://www.wikidata.org/wiki/Special:EntityPage/Q68531",2619,20,12,1.19272029296917
"3300","16735","1848","Netherlands",NA,NA,NA,3183,24,13,"https://www.wikidata.org/wiki/Special:EntityPage/Q1220238",2389,15,13,1.00710583237109
"3301","16736","1836","Germany",NA,NA,NA,4469,6,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1488752",NA,NA,NA,0.144879234005702
"3302","16737","1809","Russia",NA,NA,NA,3961,5,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q4235954",NA,NA,NA,0.179130855137895
"3303","16738","1812","Germany",NA,NA,NA,2583,6,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1038678",NA,NA,NA,0.086895239137868
"3304","16739","1801","Germany",NA,NA,NA,3420,17,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1286559",NA,NA,NA,0.16408430489177
"3305","16741","1840","Germany",NA,NA,NA,3600,84,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q100676",NA,NA,NA,0.510305789672373
"3306","16742","1799","France",NA,NA,NA,2144,7,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q5864253",4605,7,3,0.389055335832577
"3307","16743","1757","Germany",NA,NA,NA,9945,25,8,"https://www.wikidata.org/wiki/Special:EntityPage/Q72538",5240,8,8,1.00925497613519
"3308","16745","1775","Iberia",NA,NA,NA,4253,9,9,"https://www.wikidata.org/wiki/Special:EntityPage/Q724883",NA,NA,NA,0.370462316511542
"3309","16747","1809","Germany",NA,NA,NA,6080,9,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1299607",NA,NA,NA,0.20844195915635
"3310","16748","1803","United Kingdom",NA,NA,NA,5563,18,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q568443",1935,22,6,0.686206292911749
"3311","16749","1801","Germany",NA,NA,NA,2514,6,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1596789",NA,NA,NA,0.0847738734719715
"3312","16750","1844","Germany",NA,NA,NA,6862,32,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q90575",NA,NA,NA,0.503716698471759
"3313","16751","1783","France",NA,NA,NA,2427,13,9,"https://www.wikidata.org/wiki/Special:EntityPage/Q1096910",11718,31,9,1.07724296303914
"3314","16752","1839","Germany",NA,NA,NA,4684,22,4,"https://www.wikidata.org/wiki/Special:EntityPage/Q89023",NA,NA,NA,0.308155756768562
"3315","16753","1807","Germany",NA,NA,NA,3557,23,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q15456438",NA,NA,NA,0.19636318882654
"3316","16754","1835","Germany",NA,NA,NA,3451,7,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q100821",NA,NA,NA,0.145533024355465
"3317","16755","1835","France",NA,NA,NA,3077,9,8,"https://www.wikidata.org/wiki/Special:EntityPage/Q983977",2598,21,8,0.693314212802369
"3318","16757","1767","Germany",NA,NA,NA,14139,15,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q42715787",NA,NA,NA,0.484278217079974
"3319","16758","1816","France",NA,NA,NA,5593,6,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q2871320",1793,8,3,0.405335955290168
"3320","16759","1785","Netherlands",NA,NA,NA,6858,22,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q1510162",NA,NA,NA,0.347720343602201
"3321","16760","1774","Germany",NA,NA,NA,4526,25,14,"https://www.wikidata.org/wiki/Special:EntityPage/Q61764",NA,NA,NA,0.590069623925087
"3322","16761","1796","Germany",NA,NA,NA,1407,13,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1247209",NA,NA,NA,0.0834845027328779
"3323","16762","1844","United Kingdom",NA,NA,NA,3897,7,8,"https://www.wikidata.org/wiki/Special:EntityPage/Q3525434",5804,21,8,0.810894841153589
"3324","16763","1843","Germany",NA,NA,NA,4325,16,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q100686",NA,NA,NA,0.214504001672862
"3325","16764","1798","Germany",NA,NA,NA,5628,11,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q105077",NA,NA,NA,0.231174913024604
"3326","16765","18","Germany",NA,NA,NA,4018,6,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1539600",NA,NA,NA,0.131013496102524
"3327","10623","1809","Germany",NA,NA,NA,6226,16,4,"https://www.wikidata.org/wiki/Special:EntityPage/Q1666860",NA,NA,NA,0.327496770703938
"3328","10627","1774","Germany",NA,NA,NA,7240,14,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1732679",NA,NA,NA,0.267494578748125
"3329","16766","1800","Germany",NA,NA,NA,2301,4,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q33262523",NA,NA,NA,0.0688696775503336
"3330","16767","1785","France",NA,NA,NA,3878,51,34,"https://www.wikidata.org/wiki/Special:EntityPage/Q313512",NA,NA,NA,1.23724653094094
"3331","16768","1824","Germany",NA,NA,NA,3384,9,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q350505",NA,NA,NA,0.125554976036689
"3332","16769","1848","Germany",NA,NA,NA,3813,18,9,"https://www.wikidata.org/wiki/Special:EntityPage/Q68553",NA,NA,NA,0.399035112887086
"3333","16770","1786","France",NA,NA,NA,1947,27,10,"https://www.wikidata.org/wiki/Special:EntityPage/Q715984",4069,30,10,0.935502044549993
"3334","16771","1797","Germany",NA,NA,NA,3405,15,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q1874843",NA,NA,NA,0.181541309955424
"3335","16772","1810","Germany",NA,NA,NA,8137,7,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q33105441",NA,NA,NA,0.262327619199708
"3336","16773","1783","Germany",NA,NA,NA,6889,21,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q1676820",NA,NA,NA,0.343995604758204
"3337","16775","1766","Russia",NA,NA,NA,8412,7,9,"https://www.wikidata.org/wiki/Special:EntityPage/Q2564806",NA,NA,NA,0.488972768289889
"3338","16777","1843","Germany",NA,NA,NA,3635,27,13,"https://www.wikidata.org/wiki/Special:EntityPage/Q61759",NA,NA,NA,0.544758165335316
"3339","16778","1787","Russia",NA,NA,NA,6044,16,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q3741085",NA,NA,NA,0.403722696025962
"3340","16779","1789","Russia",NA,NA,NA,3900,7,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q15077428",NA,NA,NA,0.186611077255829
"3341","16780","1832","France",NA,NA,NA,6910,13,4,"https://www.wikidata.org/wiki/Special:EntityPage/Q1063421",NA,NA,NA,0.334492512266799
"3342","16781","1824","Germany",NA,NA,NA,4009,12,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q97529",NA,NA,NA,0.213351300980111
"3343","11605","1774","Germany",NA,NA,NA,10438,31,9,"https://www.wikidata.org/wiki/Special:EntityPage/Q71296",NA,NA,NA,0.663528571481065
"3344","16782","1847","Germany",NA,NA,NA,4027,10,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1359756",NA,NA,NA,0.1500014606606
"3345","16783","1821","France",NA,NA,NA,4758,12,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q274422",NA,NA,NA,0.209105075148498
"3346","16784","1781","Italy",NA,NA,NA,4597,23,19,"https://www.wikidata.org/wiki/Special:EntityPage/Q373799",4626,32,19,1.51358984684712
"3347","16785","1841","Germany",NA,NA,NA,4075,12,11,"https://www.wikidata.org/wiki/Special:EntityPage/Q65197",1031,12,11,0.814124230254991
"3348","16786","1776","Germany",NA,NA,NA,2703,25,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1694460",NA,NA,NA,0.179463078001635
"3349","16788","1771","Germany",NA,NA,NA,2559,6,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q15447644",NA,NA,NA,0.0861573728192954
"3350","16789","1769","Germany",NA,NA,NA,4131,5,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q1948130",NA,NA,NA,0.157083604370718
"3351","16790","1803","Germany",NA,NA,NA,2919,6,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q16064094",NA,NA,NA,0.124499171454952
"3352","16791","1831","Germany",NA,NA,NA,1920,5,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q26868889",NA,NA,NA,0.0618338659151456
"3353","16792","1817","France",NA,NA,NA,3991,5,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q1373553",4864,9,2,0.398619428902157
"3354","16793","1841","Germany",NA,NA,NA,7431,25,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q108276",NA,NA,NA,0.379370350474581
"3355","16794","1826","Russia",NA,NA,NA,3893,7,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q12147048",NA,NA,NA,0.186395866246245
"3356","16795","1797","Netherlands",NA,NA,NA,10496,16,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q16509294",NA,NA,NA,0.431501682692921
"3357","16796","1772","Germany",NA,NA,NA,3895,5,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q29201677",NA,NA,NA,0.122554115047687
"3358","16797","1847","Germany",NA,NA,NA,2472,4,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q28194147",NA,NA,NA,0.0741269750701635
"3359","16797","1812","Germany",NA,NA,NA,4780,13,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q15454336",NA,NA,NA,0.214459268779343
"3360","16798","1838","Germany",NA,NA,NA,3868,17,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q110059",NA,NA,NA,0.314226828790461
"3361","16799","1771","France",NA,NA,NA,4315,7,4,"https://www.wikidata.org/wiki/Special:EntityPage/Q18945007",NA,NA,NA,0.226643819538215
"3362","16800","1794","Germany",NA,NA,NA,3858,16,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q28945966",NA,NA,NA,0.172872549033569
"3363","16801","1839","Germany",NA,NA,NA,2908,9,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q18223678",NA,NA,NA,0.110920627384998
"3364","16804","1816","Germany",NA,NA,NA,5673,11,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q67400",NA,NA,NA,0.368927431657263
"3365","16805","1846","Germany",NA,NA,NA,2152,14,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1673748",NA,NA,NA,0.111066919210724
"3366","16806","1823","Italy",NA,NA,NA,2949,5,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q3604419",NA,NA,NA,0.148017492038082
"3367","16807","1824","Germany",NA,NA,NA,8796,13,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q106878",NA,NA,NA,0.365202703277567
"3368","16808","1808","Germany",NA,NA,NA,3283,9,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q15631147",NA,NA,NA,0.122449788612695
"3369","16809","1820","Germany",NA,NA,NA,3783,15,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q1612573",NA,NA,NA,0.193162704472943
"3370","16810","1826","Germany",NA,NA,NA,2452,9,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q19311699",NA,NA,NA,0.124174971189185
"3371","16811","1826","Germany",NA,NA,NA,3019,14,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q23063274",NA,NA,NA,0.164996143826227
"3372","16812","1798","Germany",NA,NA,NA,5413,26,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q72997",NA,NA,NA,0.403827318597951
"3373","16813","1843","Germany",NA,NA,NA,4380,11,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q7926321",NA,NA,NA,0.274627276030027
"3374","16814","1823","Germany",NA,NA,NA,7318,29,11,"https://www.wikidata.org/wiki/Special:EntityPage/Q65178",NA,NA,NA,0.612797925436449
"3375","16815","1768","Germany",NA,NA,NA,4295,25,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q1247298",NA,NA,NA,0.255682014324021
"3376","16816","1792","Germany",NA,NA,NA,2267,8,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1406034",NA,NA,NA,0.0865356316209672
"3377","16817","1801","Germany",NA,NA,NA,2695,13,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1463201",NA,NA,NA,0.123083328496277
"3378","16818","1771","Germany",NA,NA,NA,17041,6,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q45205296",NA,NA,NA,0.531398207218008
"3379","16819","1799","Germany",NA,NA,NA,3427,5,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q30251114",NA,NA,NA,0.10816572183552
"3380","16820","1810","Germany",NA,NA,NA,3272,12,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q1597318",NA,NA,NA,0.163418852256875
"3381","16821","1774","Germany",NA,NA,NA,9652,18,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q16215963",NA,NA,NA,0.360361408453288
"3382","16822","1799","Germany",NA,NA,NA,5326,4,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q34493729",NA,NA,NA,0.161871578120428
"3383","16823","1798","Germany",NA,NA,NA,7337,11,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1582135",NA,NA,NA,0.256443339935898
"3384","16824","1829","Germany",NA,NA,NA,5475,16,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q90572",NA,NA,NA,0.386229115389803
"3385","16826","1847","Russia",NA,NA,NA,5296,85,34,"https://www.wikidata.org/wiki/Special:EntityPage/Q271956",NA,NA,NA,1.4398878824498
"3386","16827","1780","Germany",NA,NA,NA,6297,6,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q42206310",NA,NA,NA,0.201080051936985
"3387","16828","1767","Germany",NA,NA,NA,3064,7,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1929338",NA,NA,NA,0.106361126111414
"3388","16829","1833","Germany",NA,NA,NA,1830,6,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q4921283",NA,NA,NA,0.118292291106785
"3389","16830","1774","Germany",NA,NA,NA,2363,11,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q2408391",NA,NA,NA,0.103520545411716
"3390","16831","1806","Germany",NA,NA,NA,4837,17,4,"https://www.wikidata.org/wiki/Special:EntityPage/Q1709725",NA,NA,NA,0.289470573688698
"3391","16832","1756","Poland",NA,NA,NA,2587,24,18,"https://www.wikidata.org/wiki/Special:EntityPage/Q536339",2019,16,18,1.25305532635717
"3392","16833","1776","Germany",NA,NA,NA,11503,44,9,"https://www.wikidata.org/wiki/Special:EntityPage/Q95792",5337,12,9,1.22006539703603
"3393","16835","1837","Germany",NA,NA,NA,17527,46,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q741034",2830,19,5,1.14660057573202
"3394","16836","1799","Germany",NA,NA,NA,13491,16,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q30066288",NA,NA,NA,0.469033642650665
"3395","16837","1823","Germany",NA,NA,NA,1357,6,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q7781625",NA,NA,NA,0.0764763718878489
"3396","16838","1843","Germany",NA,NA,NA,2851,14,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1437160",NA,NA,NA,0.132557275739152
"3397","16839","1846","Germany",NA,NA,NA,2049,7,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q2575208",NA,NA,NA,0.0751555297217793
"3398","16840","1831","Germany",NA,NA,NA,2953,10,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1525321",NA,NA,NA,0.116981942904474
"3399","16841","1795","Germany",NA,NA,NA,4075,10,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q19964861",NA,NA,NA,0.151477193297746
"3400","16842","1762","Poland",NA,NA,NA,2657,12,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q330631",NA,NA,NA,0.280880047128786
"3401","16843","1807","Germany",NA,NA,NA,8902,32,8,"https://www.wikidata.org/wiki/Special:EntityPage/Q77510",4511,16,8,1.01996358623048
"3402","16844","1843","France",NA,NA,NA,9669,33,9,"https://www.wikidata.org/wiki/Special:EntityPage/Q177139",NA,NA,NA,0.649241737201105
"3403","16845","1798","Germany",NA,NA,NA,8991,21,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q364355",NA,NA,NA,0.354072788779058
"3404","16847","1775","Germany",NA,NA,NA,4155,20,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q107307",NA,NA,NA,0.309810124842784
"3405","16848","1840","Germany",NA,NA,NA,7731,26,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q87523",NA,NA,NA,0.447819103343026
"3406","16594","1786","United Kingdom",NA,NA,NA,2392,28,4,"https://www.wikidata.org/wiki/Special:EntityPage/Q6144229",NA,NA,NA,0.265756420377791
"3407","16849","1777","Scandinavia",NA,NA,NA,3181,19,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1556346",NA,NA,NA,0.16609201848029
"3408","16850","1837","Belgium",NA,NA,NA,2667,5,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q6287430",NA,NA,NA,0.139347562794853
"3409","16851","1845","France",NA,NA,NA,6194,34,18,"https://www.wikidata.org/wiki/Special:EntityPage/Q29002",9137,69,18,1.85627571628669
"3410","16852","1824","France",NA,NA,NA,1890,9,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q639151",NA,NA,NA,0.215991816990876
"3411","16853","1793","Germany",NA,NA,NA,4193,15,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q19506662",NA,NA,NA,0.178494116891492
