"","Date","Countries","Nobs","gdp","protestant"
"53",1550,"Germany",0.67238061300364,-0.243173290712917,1
"54",1550,"United Kingdom",0.534855978819792,-0.0935377146079562,1
"55",1550,"Belgium",0.283714707771035,1.10115272501405,0
"56",1550,"Russia",0,-1.32294360788631,0
"57",1550,"Iberia",0.142415690462797,-0.500546481613449,0
"58",1550,"Italy",0.800490653313648,0.580420920168787,0
"59",1550,"Poland",0,-0.771087603211218,0
"60",1550,"Scandinavia",0.00962823581565467,-0.742357572599066,1
"61",1600,"Netherlands",2.22771822193781,2.32457319524821,1
"62",1600,"France",0.486577093038154,-0.256341221410153,0
"63",1600,"Germany",0.835325220170114,-0.64898497310957,1
"64",1600,"United Kingdom",1.55505512754721,-0.0983260530433149,1
"65",1600,"Belgium",2.68542831853362,1.2232553551157,0
"66",1600,"Russia",0,-1.25949812361781,0
"67",1600,"Iberia",0.0453315578192578,-0.445480589606824,0
"68",1600,"Italy",1.1227378100234,0.394872805798636,0
"69",1600,"Poland",0.0240961581593758,-0.641802465456532,0
"70",1600,"Scandinavia",1.35015431108581,-0.742357572599066,1
"71",1650,"Netherlands",4.95848644549482,2.37724491803716,1
"72",1650,"France",1.14545676546456,-0.131844422090826,0
"73",1650,"Germany",0.910111777338003,-0.311407113416779,1
"74",1650,"United Kingdom",2.17722433597067,-0.457451435695221,1
"75",1650,"Belgium",0.467895703264015,0.878494987769869,0
"76",1650,"Russia",0,-1.19006721630511,0
"77",1650,"Iberia",0.0102194957373516,-0.936285279231095,0
"78",1650,"Italy",0.845531142190097,0.471486220764376,0
"79",1650,"Poland",0.109735257371106,-0.641802465456532,0
"80",1650,"Scandinavia",0.797675314607989,-0.249158713757115,1
"81",1700,"Netherlands",2.13938024626516,1.29747460086376,1
"82",1700,"France",0.669127344874791,-0.139026929743864,0
"83",1700,"Germany",1.07393484160769,-0.332954636375893,1
"84",1700,"United Kingdom",2.07854523546419,1.04129849457207,1
"85",1700,"Belgium",0.0870785756698506,0.710903142532313,0
"86",1700,"Russia",0.00979546425128871,-1.12063630899241,0
"87",1700,"Iberia",0.00808230712047291,-0.632225788585815,0
"88",1700,"Italy",0.40149519234946,0.641472235219611,0
"89",1700,"Poland",0.198583012915883,-1.21879724691726,0
"90",1700,"Scandinavia",0.897758098124706,0.655837250525687,1
"91",1750,"Netherlands",1.73570692687014,1.7571550906582,1
"92",1750,"France",1.31045906724095,-0.134238591308505,0
"93",1750,"Germany",1.34939987732054,-0.0672018532134831,1
"94",1750,"United Kingdom",3.31836943899705,1.47703729218971,1
"95",1750,"Belgium",0,0.677384773484802,0
"96",1750,"Russia",0.0712748280109372,-1.03684038637363,0
"97",1750,"Iberia",0.104543348627125,-0.706445034333875,0
"98",1750,"Italy",0.426525458414089,0.765969034538938,0
"99",1750,"Poland",0.071109983830655,-1.21879724691726,0
"100",1750,"Scandinavia",2.47817503454123,-0.23239952923336,1
"101",1800,"Netherlands",1.26237871011573,2.22641225732335,1
"102",1800,"France",2.38672330592031,0.0285649154936918,0
"103",1800,"Germany",3.40877412232264,-0.220428683144963,1
"104",1800,"United Kingdom",3.43995251875676,2.43949331769682,1
"105",1800,"Belgium",0.114436558851025,0.959896741170967,0
"106",1800,"Russia",0.0444517516631283,-0.953044463754851,0
"107",1800,"Iberia",0.154774446004302,-0.388020528382519,0
"108",1800,"Italy",0.505759002575275,0.394872805798636,0
"109",1800,"Poland",0.115110844143345,-1.0631762477681,0
"110",1800,"Scandinavia",2.97619194188769,-0.512517327701846,1
"111",1850,"Netherlands",2.38821498592817,3.09549568334097,1
"112",1850,"France",1.91412009102697,1.14664194014996,0
"113",1850,"Germany",3.14458942159462,0.837794111069319,1
"114",1850,"United Kingdom",3.62143708704486,3.92627240187571,1
"115",1850,"Belgium",1.07848774997887,1.84095101327698,0
"116",1850,"Russia",0.222459628855244,-0.785452618517295,0
"117",1850,"Iberia",0.0609564321371233,-0.184516144879772,0
"118",1850,"Italy",0.418016473623221,0.651048912090328,0
"119",1850,"Poland",0.164468068737033,-1.0631762477681,0
"120",1850,"Scandinavia",1.90771592629028,0.0189882386229743,1
